user_id;cheks
1;1087.86166579374
1;1069.71654364923
2;1503.01924788901
2;1516.25835268152
2;1520.68825150632
2;1501.16431524541
2;1495.7747017512
2;1497.86670938843
3;1853.02881681702
3;1836.36093856743
3;1847.59800411956
3;1843.6220594294
4;1775.67246267262
4;1762.72278330768
4;1758.55762840616
5;1651.82505489795
5;1638.03074512696
5;1662.42461624995
5;1650.90617893347
5;1641.50100801996
6;1836.59646487148
6;1828.85288515592
6;1847.83597042905
6;1846.31183234366
6;1825.11473371978
7;1678.31925020998
7;1693.38216605418
7;1715.4306480507
7;1688.43627102852
8;1130.10524979913
8;1139.20464631282
8;1113.89292084932
8;1132.52035588961
8;1118.62499602081
8;1109.90912257787
8;1109.67658821411
8;1120.82099076829
8;1123.78459269872
8;1127.03676941344
8;1136.05579181858
8;1110.7399064937
8;1146.71796171923
9;1996.27246548468
9;1985.39554037025
9;1985.67742525913
9;1980.36999855888
9;1980.33917927943
9;1977.7795352926
9;1989.34487444405
9;1979.37857609689
9;1962.03051015083
9;1982.51549658444
9;2000.10039607794
10;1729.34403279346
10;1733.331345808
11;1245.06047793215
11;1251.80532200589
11;1234.65555656457
12;1880.12547845049
12;1855.43626917419
13;1610.29646050434
13;1580.98669298217
13;1601.59247592775
13;1592.54039604886
13;1587.39745049337
13;1595.78419795998
13;1610.70239468107
14;1771.48739650483
14;1764.02247040177
15;1724.65098484754
15;1716.61339721947
15;1720.31902141012
15;1698.3415485054
15;1715.61553552691
15;1719.68815359811
15;1717.37449363275
15;1703.53129745723
15;1708.97587979556
15;1710.99963004859
15;1709.86439565265
15;1716.6075864893
15;1695.85637665034
16;1277.83468731919
16;1271.18710154123
16;1289.61842156647
16;1297.11092638875
16;1270.93733668583
17;1446.5264780514
17;1426.68785127408
17;1435.10364011105
17;1428.46647521834
18;1315.49749340228
18;1311.9263168439
18;1333.43315683914
18;1304.02392010585
18;1316.6666278772
18;1330.86506859312
18;1310.46082644596
18;1310.97951685253
18;1301.66231687315
18;1307.65816036339
18;1320.45850012969
18;1330.89676088133
18;1311.75103547855
18;1316.17983707412
18;1309.42491850892
18;1311.46592333279
18;1317.18597404434
18;1319.72598803213
18;1333.94552050345
18;1298.97336488722
19;785.254267430617
19;784.524220699896
19;787.169589481833
19;792.141865286163
19;781.876689337942
20;1617.83418598766
20;1612.45988582423
20;1613.20615545424
20;1612.9255904255
20;1633.1087234329
20;1609.05582523161
21;1153.84451745027
21;1138.39013696945
21;1127.8118908877
21;1149.15775846377
22;1550.35357302988
22;1564.69900002078
22;1552.6698978949
22;1560.1444697877
23;1918.75484581676
23;1908.83455540292
23;1903.34137924622
24;1340.71380329287
25;1797.81301075233
25;1770.99380011307
25;1782.62018565788
25;1782.37168506223
25;1783.42451451923
26;1326.4187237903
27;1599.46003297951
27;1585.42499926213
27;1609.48931931422
27;1594.02036202986
28;1641.84193794729
29;1711.62093495731
29;1721.69300323315
30;1935.86901704537
30;1957.05757485117
30;1938.47218147706
30;1942.75764345647
31;1305.75219956332
31;1312.80083393289
31;1330.52954555241
31;1320.99767841452
31;1300.73795694263
31;1305.08483045306
32;1884.66254755788
32;1869.07390181236
32;1880.12717047962
32;1892.39827937188
32;1863.74916361181
32;1870.41352337171
32;1866.12016587125
32;1892.93606020572
33;1097.60322237332
33;1099.76247814206
33;1087.81328488642
33;1078.61079561759
33;1091.54241088339
33;1078.82975759772
33;1077.39524309576
34;1425.95801152214
34;1391.08316705279
34;1429.40991292082
34;1414.88863877961
34;1448.6701358192
35;930.075903041997
35;924.673433335523
35;904.07052739539
35;928.393721654312
35;921.277440692892
35;928.10380359166
35;912.350038495576
35;916.395663492942
36;768.075297530388
36;769.055661052136
36;785.487090428512
37;1422.07243603677
37;1417.44094090599
37;1405.25874748004
37;1408.91129870039
38;1732.82759216711
38;1718.17761298351
38;1727.44187510881
39;1922.61295647442
39;1900.37741639737
39;1913.13164341406
40;1801.70663205418
40;1821.61446706722
40;1794.9375858666
40;1797.56474060938
41;1615.42560343692
41;1641.23237254087
41;1630.39419990694
42;1713.68062019126
42;1706.04205913052
42;1727.57181306063
42;1720.20255426999
42;1714.01893300397
42;1712.40950851684
43;1136.97094114244
43;1137.33197683293
43;1120.42191343398
44;1178.83245418985
44;1174.39812282341
45;2001.66262262307
45;1997.43733525863
45;1987.9275554951
45;1979.43382279993
45;1991.16965601854
45;1998.70896086415
45;1996.75106619793
46;2105.21285047203
46;2105.5101204895
46;2106.77965089466
46;2100.96160385959
46;2110.01620647808
47;1472.7334000789
47;1471.28770201896
47;1477.12567967219
47;1459.34729955434
47;1477.33742508646
47;1476.06895096879
48;1618.49668250719
48;1595.44489938891
48;1614.00679399421
49;1488.25968245505
49;1487.4498723726
50;1777.42627309539
50;1769.7720687907
50;1788.03329854355
50;1794.99775970185
50;1762.19840163472
50;1771.67529747825
50;1774.84467617849
51;996.131006554883
52;1460.4826378393
52;1446.519768807
52;1450.07446116576
52;1466.96598374911
52;1457.06617329824
52;1471.580296824
53;1344.31154962588
53;1327.77409930552
53;1332.02622350134
53;1335.32929421317
54;1572.6902876859
54;1547.17406967239
54;1549.95025369687
54;1574.26829671749
55;1431.4719564916
55;1438.78158846767
56;1491.04484344874
56;1492.51686104898
56;1481.69653216564
56;1500.85439926499
56;1481.62190353212
57;1461.74465547313
57;1489.7667885405
57;1493.14315400003
57;1479.38242324967
57;1492.89969575141
58;1789.97059897884
58;1775.64775750845
58;1774.79836289236
58;1779.2626714781
58;1744.71403292539
58;1768.50649332843
59;1413.66824021155
59;1387.98750330814
59;1411.85995878903
59;1386.27994124755
59;1397.61333589191
60;2023.77642818144
60;2049.1248385819
60;2044.19314115314
60;2044.09254973697
61;1266.79535475157
61;1264.7636220942
62;853.500740709902
63;1840.87234810193
64;1272.23496037832
64;1297.8699148459
64;1300.94244165489
64;1287.09043984301
64;1283.83160518543
64;1293.15494000293
65;1217.71856713884
65;1234.38768891059
65;1218.25715968461
65;1224.27628783152
65;1224.24196511397
65;1226.54477904532
65;1209.74836220257
65;1240.17468590375
65;1236.8445233232
65;1222.76735932171
65;1221.67894177727
65;1212.1942999454
65;1254.64063228669
65;1235.68585875434
65;1220.28234963146
65;1210.54893580826
65;1232.7937871764
65;1223.15891987116
66;1150.20972756434
66;1141.271473684
66;1123.48760243123
67;1039.32981956987
67;1029.20779240141
68;1522.72491878769
68;1529.363792114
68;1534.44098136992
68;1553.28235428541
68;1526.52504995224
68;1545.34519721355
69;961.673234228156
70;1568.50582810172
70;1561.51011809716
70;1570.76225371722
71;1668.15533711621
71;1660.53883244818
71;1669.22905603377
72;1693.11271442078
72;1684.25100289213
72;1683.3919399921
72;1692.84595178485
72;1674.16584876855
72;1703.19554376813
72;1693.38873020422
72;1674.20740786979
73;1181.65795351814
73;1193.68430244185
74;1932.52317428267
74;1934.61556514964
74;1946.4983968552
74;1929.81417402995
74;1927.33233790356
75;1270.84523704228
75;1269.43038101416
75;1272.3872911154
75;1303.6333102817
75;1287.25561491204
75;1273.93981488107
75;1283.37425293209
75;1281.71587734139
75;1278.63003393904
75;1288.84355349854
76;1754.34198134894
76;1776.30772093669
77;1564.01409357671
77;1538.54859540025
77;1562.20388604174
78;1303.35378247532
78;1313.68430914299
78;1319.64685833086
78;1290.39676088512
78;1315.31276736824
78;1284.87045429036
78;1312.26827255186
79;1839.22310930479
79;1826.46965412145
79;1828.22690311122
79;1830.34992834618
80;1728.86888105414
80;1708.8011576172
80;1725.23089224251
81;967.954973370185
81;967.367824268394
82;1239.5472506693
82;1244.64406267764
82;1240.11100182695
82;1228.36448253967
82;1245.56059555839
83;1349.44038130717
83;1348.01698320283
83;1338.50219549305
83;1347.29604929138
